id_competence,lbl_competence,type_competence
105877,Émailler des produits par projection au pistolet,SavoirFaire
105878,Émailler des produits par robot d'émaillage,SavoirFaire
105879,Parachever le garnissage,SavoirFaire
105880,Parachever la découpe,SavoirFaire
105881,Parachever le perçage,SavoirFaire
105882,Parachever le brossage,SavoirFaire
105883,Parachever la retouche d'émail,SavoirFaire
105889,Procédures de cuisson de la céramique,Savoir
105896,Process et formulations de bétons,Savoir
105897,Process et formulations de ciments,Savoir
105899,Conditions d'utilisation des adjuvants,Savoir
105900,Hydrodynamique,Savoir
105901,Techniques d'étalonnage,Savoir
105902,Vérifier l'état de l'installation de fusion/transformation de matières,SavoirFaire
105903,"Définir la composition et la quantité de mélange de silice, calcin, oxydes de fer nécessaire aux approvisionnements et aux changements de gammes",SavoirFaire
105904,"Surveiller le déroulement des phases de fusion/transformation du verre et contrôler la température, le débit, ...",SavoirFaire
105906,"Fonctionnement des installations (réfractaires, bouillonneurs, ventilateurs, brûleurs, ...)",Savoir
105909,Intervenir sur un processus d'affinage,SavoirFaire
105910,Intervenir sur un processus d'argenture,SavoirFaire
105911,"Intervenir sur un processus d'assemblage de feuilles de verre (vitrages isolants, feuilletés)",SavoirFaire
105913,Intervenir sur un processus d'étirage ou définir les données de programmation,SavoirFaire
105914,Intervenir sur un processus de formage par flottage (float),SavoirFaire
105915,Intervenir sur un processus de fusion,SavoirFaire
105916,"Intervenir sur un processus de laminage (verre armé, imprimé, ...) ou définir les données de programmation",SavoirFaire
105918,"Intervenir sur un processus de recuisson, de refroidissement ou définir les données de programmation",SavoirFaire
105919,Intervenir sur un processus de teinture dans la masse,SavoirFaire
105920,Intervenir sur un processus de traitement de surface,SavoirFaire
105921,"Intervenir sur un processus de trempe (verre trempé, ...)",SavoirFaire
105923,Réaliser la coulée des fours,SavoirFaire
105924,Réaliser l'attrempage et le détrempage des fours,SavoirFaire
105925,"Réaliser le rinçage de fours (dépose d'embouts, ...)",SavoirFaire
105926,Nettoyer un brûleur,SavoirFaire
105928,"Réaliser le redémarrage de four (brûleur, ...) et de dépollueurs",SavoirFaire
105933,"Identifier les phases d'ajustage et de montage d'éléments, systèmes, ensembles mécaniques à partir du dossier technique ou du modèle",SavoirFaire
105935,"Dimensionner et mettre en forme les pièces, éléments mécaniques par usinage, formage, ... et vérifier leur conformité",SavoirFaire
105936,Réaliser les ajustements et les finitions et assembler les éléments et les sous-ensembles mécaniques,SavoirFaire
105937,"Effectuer le métrage et la mise au point de systèmes, équipements mécaniques et outils de production (moule, outillage...)",SavoirFaire
105938,"Identifier les défauts, les dysfonctionnements et procéder aux modifications, réajustements",SavoirFaire
105941,Techniques de chaudronnerie,Savoir
105942,Techniques de serrurerie,Savoir
105943,Intervenir dans la fabrication d'armurerie,SavoirFaire
105944,Intervenir dans la fabrication de cellule aéronautique,SavoirFaire
105946,Intervenir en mécanique de précision,SavoirFaire
105948,Intervenir avec un moule métallique,SavoirFaire
105949,Intervenir dans la fabrication de machines spéciales,SavoirFaire
105950,Intervenir en optique de précision,SavoirFaire
105951,"Intervenir avec des outils à découper, à emboutir",SavoirFaire
105952,"Intervenir dans le domaine de la chaudronnerie, tôlerie et tuyauterie",SavoirFaire
105953,Intervenir dans la fabrication d'équipement et matériel militaire,SavoirFaire
105954,Réaliser une opération d'assemblage / montage / ajustage,SavoirFaire
105955,Réaliser une opération d'alésage / taraudage,SavoirFaire
105956,Réaliser une opération de détourage / limage,SavoirFaire
105957,Réaliser une opération de dressage / pliage,SavoirFaire
105958,Réaliser une opération d'électroérosion,SavoirFaire
105959,"Réaliser une opération d'installation montage de panneaux, de mobilier",SavoirFaire
105960,Réaliser une opération de mortaisage,SavoirFaire
105961,Réaliser une opération de perçage / sciage,SavoirFaire
105962,"Réaliser une opération de ponçage, polissage",SavoirFaire
105964,"Réaliser une opération de rectification, ébavurage, rodage",SavoirFaire
105965,Réaliser une opération de rivetage / collage / sertissage,SavoirFaire
105966,"Réaliser une opération de soudage, brasage",SavoirFaire
105967,Réaliser une opération de taillage d'engrenages,SavoirFaire
105968,"Réaliser une opération de tournage, fraisage",SavoirFaire
105969,Réaliser une opération d'usinage d'empreintes,SavoirFaire
105970,Réaliser une opération d'usinage de grande dimension,SavoirFaire
105971,"Intervenir sur des matériaux en métaux ferreux (fonte, acier, ...)",SavoirFaire
105972,Intervenir sur des matériaux en inox,SavoirFaire
105973,Intervenir sur des matériaux en aluminium et ses alliages,SavoirFaire
105974,Intervenir sur des matériaux en cuivre et ses alliages,SavoirFaire
105975,"Intervenir sur des matériaux en nickel, titane",SavoirFaire
105976,Intervenir sur des matériaux en plastiques et composites,SavoirFaire
105977,Déterminer les opérations de fabrication d'ensembles chaudronnés et préparer les matériaux,SavoirFaire
105978,"Tracer les développés et reporter les cotes sur les matériaux (plaques, tubes, profilés, ...)",SavoirFaire
105979,"Couper les éléments et les mettre à dimensions et en forme par pliage, cintrage, oxycoupage",SavoirFaire
105980,"Marquer, positionner les pièces, plaques, tubes et les assembler (soudure-pointage, rivet, agrafe, colle, ...)",SavoirFaire
105981,"Contrôler les pièces, l'assemblage et réaliser les finitions (meulage, ébavurage, redressage)",SavoirFaire
105984,Techniques et procédés d'assemblage,Savoir
105985,Réaliser des opérations de cisaillage,SavoirFaire
105986,"Réaliser des opérations de découpage laser, plasma",SavoirFaire
105987,"Réaliser des opérations de détourage, poinçonnage",SavoirFaire
105988,Réaliser des opérations de grignotage,SavoirFaire
105989,Réaliser des opérations d'oxycoupage,SavoirFaire
105990,"Réaliser des opérations de sciage, tronçonnage",SavoirFaire
105991,"Réaliser des opérations de cintrage, cambrage",SavoirFaire
105992,Réaliser des opérations de pliage,SavoirFaire
105993,Réaliser des opérations de roulage,SavoirFaire
105994,Réaliser des opérations de planage,SavoirFaire
105995,Réaliser des opérations d'emboutissage,SavoirFaire
105997,Réaliser un soudage nécessitant la qualification soudage avec électrodes enrobées SMAW (Soudage à l'arc à électrodes enrobées - 111),SavoirFaire
105998,Réaliser un soudage nécessitant la qualification soudage avec fil fourré sans gaz Innershield (Soudage à l'arc avec fil fourré autoprotecteur - 114),SavoirFaire
105999,Réaliser un soudage nécessitant la qualification soudage sous flux en poudre SAW (Soudage à l'arc sous flux (en poudre) avec un seul fil - 121),SavoirFaire
106000,Réaliser un soudage nécessitant la qualification Metal Inert Gas -MIG- (Soudage à l'arc semi-automatique MIG avec fil électrode fusible - 131),SavoirFaire
106001,Réaliser un soudage nécessitant la qualification Metal Active Gas -MAG- (Soudage à l'arc semi-automatique MAG avec fil électrode fusible - 135),SavoirFaire
106002,Réaliser un soudage nécessitant la qualification soudage avec fil fourré sous gaz actif (Soudage à l'arc MAG avec fil fourré de flux - 136),SavoirFaire
106003,Réaliser un soudage nécessitant la qualification soudage avec fil fourré sous gaz inerte (Soudage à l'arc MIG avec fil fourré - 137),SavoirFaire
106004,Réaliser un soudage nécessitant la qualification soudage avec fil fourré sans laitier (Soudage à l'arc semi-automatique Metal Active Gas - MAG avec fil poudre métallique - 138),SavoirFaire
106005,Réaliser un soudage nécessitant la qualification Tungsten Inert Gas -TIG- (Soudage à l'arc TIG avec fil d'apport - 141),SavoirFaire
106006,Réaliser un soudage nécessitant la qualification soudage à la flamme oxyacétylénique - 311,SavoirFaire
106007,Réaliser un soudage nécessitant la qualification soudage par brasage,SavoirFaire
106008,Réaliser un soudage nécessitant la qualification soudage par soudobrasage - 97,SavoirFaire
106009,"Réaliser un soudage nécessitant la qualification soudage plasma, micro plasma - 15",SavoirFaire
106010,Réaliser un soudage nécessitant la qualification soudage par point,SavoirFaire
106011,Techniques de soudure dans le nucléaire,Savoir
106012,Techniques de soudure en chimie,Savoir
106013,Techniques de soudure en aéronautique,Savoir
106014,Intervenir sur des matériaux en métaux non ferreux,SavoirFaire
106015,Intervenir sur des matériaux en titane,SavoirFaire
106016,"Intervenir sur des épaisseurs de tôle : de 0,5 à 5 mm",SavoirFaire
106017,Intervenir sur des épaisseurs de tôle : de 5 à 20 mm,SavoirFaire
106018,Intervenir sur des épaisseurs de tôle > à 20mm,SavoirFaire
106029,"Identifier les phases d'usinage et les cotes de réglages (tolérances, positions, états de surfaces, ...) de la pièce et des outils",SavoirFaire
106030,"Monter, démonter les pièces, outillages de machines",SavoirFaire
106033,Utilisation d'abaques,Savoir
106034,"Utilisation d'équipement conventionnel, semi-automatique",Savoir
106035,Réaliser une opération d'affûtage,SavoirFaire
106036,Réaliser une opération d'ajustage,SavoirFaire
106037,Réaliser une opération d'alésage,SavoirFaire
106038,Réaliser une opération de brochage,SavoirFaire
106039,Réaliser une opération de décolletage,SavoirFaire
106040,Réaliser une opération d'étincelage (électroérosion),SavoirFaire
106041,Réaliser une opération de fraisage,SavoirFaire
106043,Réaliser une opération de rabotage,SavoirFaire
106044,"Réaliser une opération de rectification, rodage",SavoirFaire
106045,Réaliser une opération de taillage,SavoirFaire
106046,Réaliser une opération de tournage,SavoirFaire
106047,Utilisation de centre d'usinage,Savoir
106048,Utilisation de machine-outil à axes multiples,Savoir
106049,"Utilisation de machine-outil tripode, hexapode",Savoir
106050,Techniques d'Usinage Grande Vitesse -UGV-,Savoir
106051,Procédés d'usinage de haute précision,Savoir
106052,Procédés d'usinage en micro-mécanique,Savoir
106053,Procédés d'usinage de moule métallique,Savoir
106054,"Intervenir sur des matériaux en céramique, minéraux",SavoirFaire
106057,"Démarrer, en cadence l'équipement (pilon, presse, filière, laminoir, ...) et alimenter ou positionner la pièce",SavoirFaire
106058,"Surveiller le déroulement des opérations de déformation des métaux, identifier les dysfonctionnements et appliquer les mesures correctives",SavoirFaire
106060,Utilisation d'appareils de mesure de température,Savoir
106062,Réaliser une opération de bobinage,SavoirFaire
106063,"Réaliser une opération de coupage/cisaillage (cisaille, ...)",SavoirFaire
106064,"Réaliser une opération d'estampage/extrusion (presse, ...)",SavoirFaire
106065,Réaliser une opération d'étirage/repoussage,SavoirFaire
106066,"Réaliser une opération de forgeage (pilon hydraulique, pneumatique, martinet, ...)",SavoirFaire
106067,"Réaliser une opération de laminage à chaud (laminoir, train de laminage)",SavoirFaire
106068,"Réaliser une opération de laminage à froid (laminoir, train de laminage)",SavoirFaire
106069,Réaliser une opération de laminage circulaire (lamineuse circulaire),SavoirFaire
106070,Réaliser une opération de matage,SavoirFaire
106071,"Réaliser une opération de tréfilage (tréfileuse, ligne de tréfilage, ...)",SavoirFaire
106072,Réaliser une opération de tubage,SavoirFaire
106074,Procédés de traitement de surface,Savoir
106075,"Procédés de meulage, ébavurage",Savoir
106076,"Former de l'acier, acier inox",SavoirFaire
106077,Former de l'aluminium et ses alliages,SavoirFaire
106078,Former du cuivre et ses alliages,SavoirFaire
106079,Former du titane et ses alliages,SavoirFaire
106080,"Sélectionner la pièce (matériaux, formes, dimensions, ...) et identifier l'ordre et la répartition des mises en forme ou découpes",SavoirFaire
106081,Positionner la pièce sur le support et réaliser la mise en forme ou la coupe,SavoirFaire
